"","id_verg","journaallijn_id","text"
"26",521060,521543,"mijnheer de minister-president, ik ben ook tevreden met uw antwoord. ik heb immers steeds meer de indruk - en ik sta daarin niet alleen - dat hoe meer vlaanderen geeft aan het andere landsgedeelte, hoe meer de franstaligen erop uit lijken te zijn om onze welvaart en onze toekomstkansen te dwarsbomen.   zo is er het dossier-zaventem dat blijkbaar moet wijken voor charleroi. recent was er ook de internationale campagne die werd gevoerd om het vlaamse imago te besmeuren. en nu trachten twee franstalige ministers uit de federale regering opnieuw een klap toe te brengen aan het biotechnologisch onderzoek in vlaanderen. dit is het zoveelste incident. het is goed dat u daartegen ingaat. ik heb begrepen dat u niet meteen via het overlegcomit&#233; gaat. u hebt hier echter een duidelijk statement gemaakt.   mijnheer de minister-president, als we de rekening maken van onze hulp aan congo, dan rijst bij mij de vraag of het geen tijd wordt om eveneens de rekening te maken van onze hulp aan franstalig belgi&#235;. dat is een veelvoud van wat naar congo gaat. (applaus bij het vlaams belang)<"
"27",1529743,1536881,"minister, dank u wel voor uw antwoord. er moet heel snel duidelijkheid komen over wat het bedrijf 3m al dan niet wist. dat zal ook een van de vragen zijn in de onderzoekscommissie, denk ik. de vervuiler moet inderdaad betalen. ik denk dat dat heel duidelijk is voor iedereen hier. ik heb echter een heel concrete vraag. we weten dat zulke procedures lang kunnen aanslepen. ik denk dat het belangrijk is dat er snel duidelijkheid komt, ook voor de bevolking, maar dat er ook snel maatregelen kunnen worden genomen. ik hoop dat het niet de bedoeling is om die procedures helemaal af te wachten en dan pas in te grijpen. is de vlaamse regering bereid om snel zelf een initiatief in dezen te nemen, en er dan uiteraard voor te zorgen dat uiteindelijk de factuur zal worden betaald door de vervuiler?"
"28",1233893,1235521,"minister, welke initiatieven denkt u nog te nemen vanuit de vlaamse regering? dat is toch een beetje de les van de voorjaarsklassiekers: als de toppers naar elkaar kijken, gaat er een deen of een hollander met de winst lopen. hoe gaat u wat vuur onder de sandalen van minister bellot leggen?"
"29",1635864,1637351,"minister-president, iedereen ziet het, maar u blijkbaar niet. uw ploeg werkt niet. u hebt nu een wijziging in het team doorgevoerd, maar of dat nieuwe schwung in de ploeg zal krijgen, of dat supporters opnieuw naar het stadion gaat krijgen, dat is nog maar de vraag. u hebt nog twee jaar om er verandering in te brengen en om eindelijk iets te realiseren, maar ik heb er in elk geval weinig vertrouwen in. uw coalitiepartners zitten op een electoraal dieptepunt in de peilingen. ze blijven allebei in een existenti&#235;le crisis. bovendien zijn er twee partijvoorzitters van uw ploeg die op ramkoers zitten: die van open vld en de n-va. zij praten alleen via de media met elkaar, en dan nog vijandig. intussen zit de vlaming zich thuis dood te piekeren over hoe hij zijn rekeningen kan betalen. wat dat betreft blijft het in de vlaamse regering helemaal stil. en al de boeren, voor wie u het daarjuist opnam, en die zoveel investeringen krijgen van de vlaamse overheid, stonden hier buiten tegen uw regering te betogen. ik steun hen in hun pleidooi: gooi dat verstikkende akkoord in de vuilbak. trek de kaart van de landbouw. begin met een blanco blad, want uw stikstofakkoord bestaat niet meer. <span style=""font-style:italic;"">(applaus bij het vlaams belang)"
"30",1564285,1569425,"minister beke, ik heb begrepen dat u voorstelt om een ruimere biomonitoring te doen, niet enkel binnen die 3 kilometer, maar ook binnen 5 kilometer. ik herhaal mijn oproep: kijk ook naar de mensen die lang in dat gebied hebben gewoond en daar nu niet meer wonen. zij hebben eigenlijk dezelfde blootstelling gehad. dat die factuur naar 3m moet, dat is zo klaar als een klontje. is het niet via de ingebrekestelling, dan is het langs een andere weg, maar het is duidelijk dat we die factuur moeten doorsturen. wat de gezondheidsrisico's betreft, dat is iets waar mensen echt nog mee zitten. ik heb nu die hoge waarde, ga ik nu kanker krijgen? ga ik een aangetaste lever krijgen, ja of neen? ook de wetenschap is daar niet volledig duidelijk over. minister, ik herhaal wat ik in de onderzoekscommissie pfas-pfos heb voorgesteld: het is belangrijk dat we de medische dossiers van de mensen met een hoge bloedwaarde screenen, maar dat moet ook in de omgekeerde richting gebeuren. screen in zwijndrecht en in het waasland mensen met bepaalde kankers die gelinkt kunnen worden aan pfos, en kijk naar de bloedwaarde die ze hebben om op die manier meer inzicht te krijgen in de gezondheidsrisico&#39;s."
"31",1343477,1346185,"minister, ik hoop dat ik het deze legislatuur vaak zal mogen zeggen: ik vind dat u met het schorsen van die vergunningen een goede beslissing hebt genomen. daar is ongetwijfeld veel steun voor, net zoals er in vlaanderen veel steun zal zijn voor de ambitie om 4000 hectare bijkomend bos te realiseren tijdens deze legislatuur. maar u zult dan toch echt wel moeten garanderen aan de vlamingen dat u niet bezig bent met aan de ene kant bos te planten terwijl u aan de andere kant bos kapt. dan wordt het een rollend bos, en dan bent u iedereen voor de gek aan het houden. ik sluit mij aan bij de vraag van mevrouw schauvliege om een duidelijk kader voor het behoud van wat we vandaag hebben. soms is het nodig dat er gekapt wordt in het kader van een goed bos- en natuurbeheer. dat duidelijke kader moet er zijn om te weten waar en wanneer dat kan en wat er eventueel in een aantal gevallen moet worden gecompenseerd. het steekt nogal wat mensen de ogen uit dat met name het vlaamse gewest mag kappen in een aantal gevallen, voor goede redenen maar zonder dat het moet worden gecompenseerd. denk daar alstublieft over na en maak dat kader."
"32",594538,595401,"mevrouw fournier, ik ben iemand die altijd ere geeft aan wie ere toekomt. ik was dan ook van plan om te citeren uit uw schriftelijke vraag. ik had die vraag ook al ingediend als vraag om uitleg. minister, zondag was er een tsunami. ook de voorbije dagen was het zeer winderig. en gisteren was het de wereldwijde dag van de wind. daarom is deze vraag actueler dan ooit. de windmolensector op het land krijgt de laatste tijd heel forse tegenwind. mevrouw fournier informeerde inderdaad terecht in een schriftelijke vraag naar de stand van zaken sinds april 2009. zij kreeg als antwoord dat acht op de tien aanvragen voor die kleine en middelgrote windmolens werden geweigerd sinds april 2009. in april 2009 is niet toevallig een omzendbrief opgesteld die het allemaal duidelijker en eenvoudiger zou maken. sinds april 2009 werd een aanvraag goedgekeurd en werd een principeaanvraag gunstig geadviseerd. dat is de stand van zaken vandaag. blijkbaar zijn alle redenen goed om dit af te keuren. ik wil nog even terugkeren naar de actualiteit. enkele dagen geleden was er het bericht van een gezin uit kortrijk dat een heel kleine windmolen wilde plaatsen. de buurt ging volledig akkoord, maar de stad kortrijk was tegen, omdat die vond dat de windmolen niet paste in de ruimtelijke planologische attesten. het is altijd wat. deze regering promoot groene energie en windenergie, maar dan moet je ook toelaten dat die gerealiseerd kan worden. minister, we hebben sinds april 2009 een omzendbrief. wat hebt u intussen gedaan om toch tot meer dossiers te komen?"
"33",1514918,1518799,"minister, de echte nood aan publieke laadinfrastructuur bevindt zich bij de mensen die hun wagen niet op het werk of thuis zullen kunnen opladen. ook door het toedoen van vlaamse bouwmeesters of de kruistocht tegen te verharde voortuintjes zullen steeds minder burgers de mogelijkheid hebben om zon laadpaal thuis te plaatsen. maar u kondigde al aan om de procedure om publieke laadpalen te plaatsen, in te korten door de opmaak van zogenaamde potentieelkaarten. daarom mijn vraag: in welke mate zullen die kaarten ook voldoende rekening houden met de plaatsing van publieke laadinfrastructuur in de dorps- en stadskernen, waar niet iedereen over een garage beschikt om zijn of haar wagen op te laden? de omschakeling naar elektrisch rijden mag immers niet betekenen  hoe graag sommige partijen dat misschien zouden willen  dat een eigen wagen onhaalbaar wordt voor honderdduizenden, misschien zelfs miljoenen vlamingen."
"34",1630607,1632951,"minister, ik begin het hoe langer hoe meer eigenaardig te vinden dat we dit jaar na jaar behandelen als een soort crisismoment. als dit zich ieder jaar opnieuw voordoet, zelfs na een zeer natte zomer, dan is het geen crisis meer, maar een structureel probleem. dan is het slimste wat we kunnen doen, afstappen van dat systeem met de codes, waarvoor dan eerst een comit&#233; moet samenkomen, om dan te communiceren met lokale besturen rond wat ze moeten doen. dat is dan altijd een maand te laat, per definitie. zou het niet verstandiger zijn om al die maatregelen een permanent karakter te geven? ik heb het dan over zuinig watergebruik, betere monitoring van waterverbruik enzovoort. ik zou bijvoorbeeld ge&#239;nteresseerd zijn in de globale evolutie van het waterverbruik in vlaanderen over de jaren heen. nogmaals, maak van die besparende maatregelen en die maatregelen rond bemaling en besproeien permanente maatregelen. als het constant aanhoudt, dan is het geen crisis meer, maar een continue structurele situatie waar we mee moeten leven, in plaats van te hopen dat het volgend jaar anders zal zijn. het zal volgend jaar niet anders zijn, dat is toch stilaan duidelijk?"
"35",1040272,1042162,"voorzitter, minister, dames en heren, we zijn maandag van start gegaan met de vlaamse klimaatcommissie en we hebben daar afgesproken dat een van de beleidsdomeinen waar we ons extra op zullen focussen, mobiliteit is. dat is natuurlijk een logische keuze, want we weten dat het wegverkeer een belangrijke bron is van co<span style=""vertical-align:sub;"">2-uitstoot en dat co<span style=""vertical-align:sub;"">2 nefast is voor het klimaat. het wegverkeer zorgt ook voor de uitstoot van fijn stof, wat zeer slecht is voor onze gezondheid, en veroorzaakt lawaai, 800.000 vlamingen worden dagelijks geconfronteerd met verkeerslawaai. het is heel terecht dat de minister-president in zijn visienota 2050 schrijft dat we af moeten van fossiele brandstoffen in de transportsector en in de mobiliteit en dat we de overstap moeten maken naar propere technologie&#235;n. zeer terecht vraagt deze vlaamse regering inspanningen aan de vlaamse gezinnen om af te stappen van dieselwagens en te kiezen voor propere technologie. zeer terecht worden ook inspanningen gevraagd aan de transportsector. er wordt ook gewezen op de distributeurs. delhaize bijvoorbeeld legt 650.000 kilometer per week af met dieselvrachtwagens. er wordt gevraagd om dat te proberen om een schonere manier. het is ook terecht dat we naar onszelf kijken, naar de overheid. de bussen van de lijn rijden 523.000 kilometers per dag. 95 procent van die bussen heeft een klassieke dieselmotor. ik heb gemerkt dat de vlaamse regering 238 nieuwe bussen heeft besteld. dat is een goede zaak, maar het zijn allemaal dieselbussen. de bussen die we vandaag bestellen, zijn de bussen die morgen zullen rondrijden in onze steden. ik vind het jammer dat er geen enkele alternatieve bus bij is. mijn voorstel is om een plan te maken om af te spreken dat we vanaf de volgende bestellingen het aandeel alternatieve, groene bussen stelselmatig optrekken om tegen 2030 te kunnen zeggen dat we afstappen van de klassieke dieselmotor in het openbaar vervoer.bent u bereid om zon plan te maken? bent u bereid om dat te verankeren in de nieuwe beheersovereenkomst van de lijn?"
"36",895772,896475,"minister, ik wil het hebben over het effect van de luchtvervuiling op de gezondheid. fijn stof is daarbij de grootste boosdoener. hoe fijner, hoe slechter. volgens de wereldgezondheidsorganisatie is pm2,5  fijn stof met een diameter kleiner dan 2,5 micrometer  veruit de belangrijkste verontreinigende stof. blootstelling hieraan zorgt voor sterfte bij hoge piekmomenten, bijvoorbeeld bij smog, maar ook op langere termijn zijn er effecten. elke vlaming zou volgens onderzoek een klein jaar minder leven door het hoge risico op kankers en op long- en hartaandoeningen. dat bleek ook al uit onderzoek in het kader van het milieurapport vlaanderen (mira). er is nu ook een negatief effect geconstateerd op ongeboren foetussen. dat grootschalige onderzoek wordt gepubliceerd in the lancet en is al bevestigd door de universiteit van limburg.minister, de resultaten zijn ronduit verontrustend. het europees milieuagentschap luidt vandaag in de pers opnieuw de alarmklok. zowat alle stedelingen zouden worden blootgesteld aan te hoge concentraties fijn stof. de trend voor pm2,5 in vlaanderen voor de periode 2004 tot 2011 was dalend. het zag er dus goed uit maar sindsdien is er wel een stagnatie. we halen weliswaar de europese grenswaarden maar die grenswaarde is 2,5 keer soepeler dan de richtwaarde van de wereldgezondheidsorganisatie. feit is dat vandaag alle vlamingen zijn blootgesteld aan te hoge niveaus fijn stof.de acties die de regering vooropstelt wat fijn stof betreft, onder meer in het luchtkwaliteitsplan, zitten blijkbaar op schema. door die nieuwe wetenschappelijke bevindingen lijken extra maatregelen volgens mij niet te vermijden. minister, hebt u extra maatregelen op het oog?"
"37",731794,736709,"voorzitter, collega&#146;s, het was heel duidelijk bij het begin van deze legislatuur dat iedereen, zowel in het parlement als in de regering, overtuigd was van de noodzaak van een versnelling voor de infrastructuurprojecten. dat bleek onder meer in de commissie versnelling. die overtuiging werd beantwoord met een visienota van de regering. dat staat nu ook in uw beleidsbrief en daarom worden hier actuele vragen gesteld: verdere stappen in die richting. dat is een eerste versnelling. van groot belang is de mentaliteitswijziging bij de administratie. dat bleek ook in de commissie versnelling en u verwees er ook zijdelings naar, minister. hoe wordt die verandering overgebracht naar de lokale besturen? we mogen nog de beste procedures uitwerken, het zal voornamelijk op lokaal vlak zijn dat het werk moet gebeuren. dat is super belangrijk. als we vlaanderen vergelijken met het buitenland inzake de loonhandicap, dan is dat ook een factor om onze concurrentiekracht te versterken als we kunnen inzetten op de versnelling van de infrastructuurwerken."
"38",572994,573404,"mijnheer de voorzitter, ik heb de reportage gezien waar de heer sanctorum naar verwijst. we mogen echter niet alles op een hoopje gooien. er is de europese kaderrichtlijn water. die richtlijn betreft de ecologische kwaliteit van het oppervlaktewater. daarnaast is er de europese richtlijn stedelijk afvalwater. ik wil eerst even op dat laatste punt ingaan. wat de zuivering van het stedelijk afvalwater betreft, maakt de europese commissie een onderscheid tussen verschillende agglomeraties. er zijn agglomeraties met meer dan 10.000 inwonersequivalenten, agglomeraties met 2000 tot 10.000 inwonersequivalenten en agglomeraties met minder dan 2000 inwonersequivalenten. om het verschil duidelijk aan te tonen, zal ik even op alle drie deze categorie&euml;n ingaan. met betrekking tot de eerste categorie, de agglomeraties met meer dan 10.000 inwonersequivalenten, voldoen we volledig aan de richtlijn. in die gemeenten wordt momenteel 99 percent van het afvalwater gezuiverd. in de tweede categorie, de agglomeraties met 2000 tot 10.000 inwonersequivalenten, voldoen 78 van de 83 agglomeraties aan de verplichtingen die in de richtlijn zijn opgenomen. we beschikken over een strikte timing. normaal gezien, zouden we in 2012 op schema moeten zitten en zouden al die agglomeraties aan de zuiveringsgraad moeten voldoen. in de derde categorie, de agglomeraties met minder dan 2000 inwonersequivalenten, zou er volgens de reportagemakers een probleem zijn. volgens hen heeft vlaanderen, in het bijzonder het buitengebied, een probleem. we zouden niet aan de europese richtlijn stedelijk afvalwater voldoen. ik kan hier echter melden dat we volledig aan die richtlijn voldoen. we hebben immers in onze regelgeving, onder meer in de vlaamse reglementering milieu (vlarem), opgenomen dat alles een primaire zuivering moet doorstaan. het gebruik van de septische put is in vlaanderen verplicht. de europese commissie heeft dit proc&eacute;d&eacute; in de kleine agglomeraties als een zuivering aanvaard. een ander aspect van de actuele vraag van de heer sanctorum betreft de europese kaderrichtlijn water. deze kaderrichtlijn behandelt de goede ecologische kwaliteit van het oppervlaktewater. vlaanderen moet op dit vlak nog inspanningen leveren. er is echter al heel wat gebeurd. vorig jaar heeft de vlaamse regering de zoneringsplannen goedgekeurd. in die plannen wordt bepaald waar tot individuele waterzuivering moet worden overgegaan en waar collectieve waterzuivering moet plaatsvinden. de zoneringsplannen moeten in gebiedsdekkende uitvoeringsplannen worden vertaald. die plannen moeten een aantal bindende engagementen voor de vlaamse overheid en voor de gemeenten bevatten. mijnheer sanctorum, uw verwijzing naar de periode tot 2004 stelt me enigszins teleur. alles zou toen heel goed zijn gegaan. er zou toen in voldoende subsidi&euml;ring zijn voorzien. ik heb de budgetten eens opgezocht. in 2004 is jaarlijks in 167 miljoen euro voor de subsidi&euml;ring van gemeenten voor de waterzuivering voorzien. in 2010 gaat het jaarlijks om een bedrag van 360 miljoen euro. (applaus bij cd&amp;v en n-va)< de budgetten zijn enorm gestegen. u hebt zelf verwezen naar het feit dat we de rioleringen in gemeenten met gescheiden stelsels voor 100 percent subsidi&euml;ren. er moeten nog bijkomende inspanningen worden geleverd. we voorzien tevens in een subsidie voor de individuele waterzuivering. dat bedrag is bijna verdubbeld, meer bepaald van 1250 euro naar 2250 euro. volgens mij levert vlaanderen alle mogelijke inspanningen om de waterkwaliteit te verbeteren. de vergelijking met de zenne gaat niet op. het gaat hier immers om de puntlozing van het afvalwater van 1,1 miljoen brusselaars in de zenne. dit afvalwater is niet primair gezuiverd. ik vind het erg dat u dit aan de hand van deze actuele vraag probeert goed te praten. (applaus bij cd&amp;v en n-va)<"
"39",683225,731464,"uw suggestie zou bij de nmbs wel eens tot resultaat kunnen hebben dat men daar de computers platlegt. dat zou ook niet helemaal het gewenste resultaat geven. we willen u inderdaad opjagen om druk te blijven uitoefenen op die federale overheid om die problemen aan te pakken. u bent minister-president. deze vlaamse regering is verantwoordelijk voor alle ondernemers in vlaanderen. op dit moment worden die zeer zwaar in de steek gelaten. we moeten twee zaken doen. we moeten ons eerst en vooral concentreren op onze eigen bevoegdheden. we moeten daar eerlijk en correct in zijn, we zijn met heel wat zaken bezig, maar er ligt nog heel wat werk op de plank en we moeten daaraan voortwerken. ten tweede moeten we de druk blijven opvoeren ten aanzien van de federale overheid. een van de quick wins kan misschien het bankenplan zijn, dat we volgende week bespreken in de commissie."
"40",1069117,1070738,"minister, wat u zegt, klopt: we halen nu de europese doelstelling, maar tegen 2025 moeten we nog een grotere doelstelling halen. we gebruiken nu ongeveer honderd zakjes per inwoner per jaar, we moeten dat terugdringen tot veertig. we hebben dus nog een hele weg af te leggen. er is inderdaad politieke daadkracht nodig, en u wilt die politieke daadkracht aangaan. u hebt bevestigd dat u grondig in overleg wil gaan met de betrokken stakeholders om alternatieven te bekijken. dat is zeker en vast nodig om hygi&#235;nische redenen, zoals collega nevens daarnet heeft gezegd.als laatste, minister: 6 juli. ik weet niet of het mogelijk is om zeker en vast ook alle parlementsleden van de commissie leefmilieu op de hoogte te houden na die commissie. dat zal ons zeker bij het begin van het reces zeer sterk boeien."
"41",907240,907886,"minister, ik had wel verwacht dat u een mistgordijn zou cre&#235;ren rond die cijfers. de cijfers die de standaard vandaag publiceert, zijn gebaseerd op uw eigen klimaatbeleidsplan. ze worden ook gehanteerd door uw adviesraden. u gooit alles op een hoopje. voor de extra inspanningen die vlaanderen moet leveren om de klimaatdoelstellingen te halen, kijkt vlaanderen in de eerste plaats naar de aankoop van die schone lucht. dat zegt u er niet bij! dat is exact wat u doet. dat kunt u niet ontkennen! u koopt emissierechten aan. u zegt zelf dat die een buffer vormen en nadien zult u wel verder zien wat u gaat doen met het klimaat. u koopt in de eerste plaats emissierechten aan in het buitenland. minister, het eerste probleem is dat u het klimaat benadert als een boekhouder. die boekhouding zal over enkele jaren wel kloppen. <span style=""font-style:italic;"">(opmerkingen van minister-president kris peeters) ik twijfel er niet aan dat u daar werk van zult maken! de boekhouding zal kloppen! maar ik verwacht van u als minister meer dan van een boekhouder. u moet een klimaatbeleid voeren. dat betekent, minister, dat u ervoor moet zorgen dat de hoeveelheid broeikasgassen in vlaanderen naar beneden gaat. dat is uw taak als minister."
"42",1142229,1143619,"voorzitter, de n-va blijft volop achter de doelstelling staan tegen 2030 tot een reductie met 35 procent te komen. we moeten alle zeilen bijzetten om dit ambitieuze doel te halen. er kan voor ons zeker geen sprake zijn van een tempering van die ambities.het is echter belangrijk dat de spelregels niet worden veranderd terwijl het spel wordt gespeeld. momenteel neemt de commissie milieubeheer, volksgezondheid en voedselveiligheid van het europees parlement een ander standpunt in dan de europese commissie. dit zou het traject dat vlaanderen wil volgen en dat al wordt uitgestippeld, natuurlijk kunnen bemoeilijken.minister, in welke mate volgt u die actuele europese discussie? kunt u hierin ingrijpen?"
"43",1268691,1269462,"minister, de klimaatverandering is zichtbaar. we kunnen er niet meer omheen: de zomers worden droger en de winters worden natter. dat zal ervoor zorgen dat er op termijn een degelijk beleid moet worden gevoerd om de problematiek van de waterschaarste aan te pakken.vorige week hebt u hier heel uitgebreid uw droogteplan verdedigd. u hebt uitgelegd dat alles eigenlijk onder controle is, maar het was toch wel bizar dat dan enkele dagen daarna de experten een na een het tegenovergestelde zeiden, en stelden dat het beleid gewoon helemaal niet goed is: er wordt te laat gereageerd, de minister schiet pas in actie als het te laat is, we moeten vandaag reageren, om in de toekomst water uit de kraan te blijven laten komen.we kunnen dat natuurlijk als kritiek zien, maar ik denk dat we het gewoon moeten zien als een reikende hand naar u, minister: experts die zeggen dat ze willen meewerken aan die uitdaging van de toekomst en mee zoeken naar oplossingen om ervoor te zorgen dat we die waterschaarste de baas kunnen. want in een welvarende regio als vlaanderen mogen we toch niet toelaten dat we op termijn geen water meer hebben. ik denk dat we alles moeten inzetten op het vlak van innovatie, op het vlak van infrastructurele maatregelen, maar ook op het vlak van gedrag, om ervoor te zorgen dat we die watervoorraden op peil kunnen houden.minister, uw woorden van vorige week in dit parlement hebben voor heel wat experts geen indruk gemaakt, want zij hebben gereageerd en gezegd dat het niet goed is. ik ben benieuwd wat u gaat doen. gaat u uw beleid nu bijsturen na de kritiek van de afgelopen dagen? of gaat u gewoon op dezelfde manier verder en dreigen we effectief binnen dit en enkele jaren een probleem te hebben met water uit de kraan?"
"44",1396424,1398459,"minister, er klopt iets niet in uw uitleg. u komt hier twee minuten geleden zeggen: ja, ik heb me vandaag of gisteren moeten informeren over de vraag of het kan dat een advies van de gewestelijke omgevingsvergunningscommissie wordt herzien. u viel uit de lucht, maar een week geleden hebt u op atv al aangekondigd dat het een voorlopig advies was, zelfs v&#243;&#243;r het publiek was. met andere woorden, u wist al dat het zou worden herzien nog v&#243;&#243;r het publiek werd dat het zou worden herzien. u hebt het zelf aangekondigd, en vandaag komt u hier zeggen dat u zich hebt moeten informeren bij uw kabinet of dit kan. minister, u wist het al, dus er ruikt iets niet goed in dit dossier. wat vooral niet goed ruikt, is dat u onduidelijkheid laat bestaan, niet over het dossier, maar over de kostenbatenanalyse, met name de keuze tussen een zo goedkoop en effici&#235;nt mogelijk project voor de burger, of een duurder dat alleen maar de plaatselijke burgemeester goed uitkomt. u zegt ook daar duidelijk wat uw leidraad in de beslissing zal zijn, zodat we ze daaraan kunnen toetsen. u laat echter in het midden of u het geld van de belastingbetaler gaat versmossen om de plaatselijke burgemeester een plezier te doen en een paar mensen in de haven die die grond willen gebruiken, dan wel of u uw eigen regeerakkoord gaat volgen. ik zou daar toch graag een klaar en duidelijk antwoord op hebben, want in alle eerlijkheid, dit soort chicanerie&#235;n, minister&#8230; uw regering zegt zich aan noordelijke principes te spiegelen, maar dit ruikt veel meer naar napels dan naar kopenhagen."
"45",1529743,1536881,"collegas, vorige week heb ik in het actualiteitsdebat hier drie punten heel duidelijk gesteld. een daarvan was dat het principe dat de vervuiler betaalt, duidelijk overeind moet blijven. wat de aansprakelijkheid voor de sanering betreft, zijn er, begrijp ik, diverse juridische instrumenten waarmee kan worden gewerkt. er is het bodemdecreet. daarom hebben we destijds inderdaad ook gevraagd hoe het zit met de definitieve norm. er is echter eveneens de afvalstoffenregeling. eventueel zijn er strafrechtelijke procedures. naast de aansprakelijkheid heb je eveneens de milieuschade. minister, ik begrijp dat u ook van de milieuschaderegeling wilt gebruikmaken. zal de schade die bedrijven, inwoners, landbouwbedrijven lijden, daadwerkelijk ook worden meegenomen in de kosten?tot slot wil ik erop wijzen dat juridische procedures de neiging hebben om heel wat tijd in beslag te nemen. op welke manier ziet u op korte termijn de aanpak van de sanering op het terrein als dat nodig is?"
"46",1396424,1398459,"minister, inderdaad, de beslissing over de grotere verbrandingsoven in de woonwijk in wilrijk is nog niet genomen. als vlaanderen zijn al weinig ambitieuze klimaatplan wil realiseren, dan past die verbrandingsoven alleszins niet in dat plaatje. een grotere oven genereert meer afval en meer verkeer. dat is dus eigenlijk niet ok&#233;.minister, speel alstublieft niet de hoofdrol in the house of cards belgische stijl, maar neem de hoofdrol op in een ambitieus klimaatbeleid. groen rekent erop dat u dit project begraaft."
"47",544515,545073,"mijnheer de minister-president, u hebt er echt wel een zootje van gemaakt, zeker als ik zie hoe dit dossier de afgelopen dagen evolueert. blijkbaar wilt u de verkiezingen ingaan als de minister van de bulldozers en de afbraak rond de antwerpse haven, doel en gemeenten in die streek. blijkbaar is dat uw ambitie. en u gebruikt of misbruikt daarvoor de argumentatie inzake de natuurcompensaties.   deze man weet heel goed waarover hij spreekt, want ik was in 2001, samen met een aantal collega&acute;s, de initiatiefnemer van een resolutie in verband met de natuurcompensaties. dat was nodig, want op dat moment was het nooddecreet op het deurganckdok daar. na een debacle moest het deurganckdok immers worden gered, maar toen werden we geconfronteerd met een erfenis van de voorgaande regeringen: de regeringen v??r paars-groen hadden, net als het antwerps havenbedrijf, nagelaten om werk te maken van een natuurcompensatieregeling. bij de bouw van het verrebroekdok en bij de bouw van een aantal sigmadijken had men immers nagelaten om de europese natuurrichtlijnen uit te voeren. men had nagelaten om een dossier in te dienen en te zorgen voor natuurcompensaties.  daarom heb ik samen met een aantal collega&acute;s van de toenmalige meerderheid een voorstel van resolutie ingediend waarin we een aantal voorstellen tot natuurcompensaties deden, tijdelijke en permanente. ze hadden te maken met het historische deficit bij het verrebroekdok, de uitdieping van de schelde, het sigmaplan en het deurganckdok. het was een totale regeling met een aantal definitieve en tijdelijke compensaties. nooit was het de bedoeling om huizen af te breken, behalve op &eacute;&eacute;n plaats, namelijk de doelpolder noord, want daar moest, omwille van de compensatieregeling inzake kreken, een polder worden ingenomen om er kreken te maken. dat stond erin. voor de rest was het nooit de bedoeling om in de perimeter rond de natuurcompensatiegebieden huizen af te breken. nooit!  wat stel ik vast? ik stel vast dat uw vlaamse regering initiatieven neemt om een aantal gebouwen af te breken in de perimeter van een tijdelijk natuurcompensatiegebied in kieldrecht. daarvoor werd de vlaamse landmaatschappij (vlm), die onder de bevoegdheid van minister crevits valt, ingeschakeld, evenals maritieme toegang, het voormalige awz, en die valt onder uw bevoegdheid. heel pijnlijk om vast te stellen is dat monumenten en landschappen afwezig bleef. er werd een dossier opgesteld, en daarin stond iets wat niemand zich kon indenken. niemand van de initiatiefnemers van de resolutie kon geloven dat u het in het hoofd zou halen om een aantal gebouwen af te breken in de perimeter van het tijdelijke natuurcompensatiegebied in kieldrecht.   over de waardevolheid van die gebouwen kan ik niet oordelen, maar naast waardevolle gebouwen zijn er ook waardevolle landschappen en ik weet dat er een aantal gebouwen staan die tekenend zijn voor het polderlandschap in die streek. het gaat om een landschap dat door een aantal ontwikkelingen dreigt te verdwijnen. met dergelijke landschappen moeten we zorgvuldig omspringen. ik blijf het ongelooflijk vinden dat u de bulldozers hebt laten uitrukken. dat gebeurde door de vlm en maritieme toegang, en die vallen onder de bevoegdheden van de cd&amp;v-ministers. minister van mechelen bleef afwezig.   ik vind het geweldig dat u toch een beetje hebt geluisterd en hebt beslist om de zaak stil te leggen. het is een heel goede zaak dat er een beetje rede in het dossier is gekomen. mijn vraag is hoe u in de toekomst zult omgaan met dit soort problemen en hoe u dit probleem zult aanpakken. welke oplossing hebt u voor wat al werd afgebroken? er werd immers een dak van een hoeve afgebroken, en van die hoeve kan minstens worden gezegd dat ze waardevol is voor het landschap. hoe zult u dit probleem aanpakken? wat zult u doen gegeven de situatie en de laattijdige inkeer van de vlaamse regering? hoe zult u in de toekomst met deze kwestie omgaan?"
